ID;d_visi;J?su dzimums;Vecums;Vecums;Dzimšanas gads;J?su ?imenes st?voklis;Cik cilv?ku dz?vo J?su m?jsaimniec?b?, ieskaitot J?s;Vai J?su ?imen? ir b?rni vecum? l?dz 18 gadiem (ieskaitot), kuri dz?vo kop? ar Jums?;J?s dz?vojat…;K?da ir J?su izgl?t?ba?;Izgl?t?ba;K?da ir J?su taut?ba?;Taut?ba;K?d? valod? galvenok?rt J?s run?jat ?imen??;Vai Jums ir LR pilson?ba?;K?d? sektor? J?s str?d?jat:;Pamatnodarbošan?s (Zemnieks pie pašnodarbin?t?);Pamatnodarbošan?s;M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kop?jais);M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kvintiles);Re?ions;Re?ions (v?l?š. apg.);Novads;L?dzu, atz?m?jiet, kur? pils?t? vai pagast? J?s dz?vojat. Ja Jums ir vair?kas dz?vesvietas, l?dzu, atz?m?jiet to, kur J?s dz?vojat visbiež?k.;Apdz?vota vieta;K?d? valod? notika intervija?;Intervijas beigu laiks;Intervijas s?kuma laiks;Intervijas datums;Intervijas garums (min);Apdz?vota vieta;Vai ?imen?, kur? J?s uzaug?t, bija k?das ar dzied?šanu saist?tas trad?cijas (š?pu?dziesmas, jubil?ra apsveikšana dziedot, dzied?šana savies?gos m?jas pas?kumos, m?jas ball?t?s, vec?ki dzied?ja kor? u.tml.)?;L?dzu, atz?m?jiet visus apgalvojumus, kuri raksturo J?su dzied?šanas paradumus. - Dziedu kor?;Dungoju ik uz so?a;M?dzu dzied?t l?dzi vai k? dal?bnieks Dziesmu sv?tku koncertos;M?dzu dzied?t l?dzi citos koncertos;M?dzu dzied?t pie J??u ugunskura;Dziedu l?dzi, kad svin?gos br?žos tiek dzied?ta valsts himna;M?dzu dzied?t, apsveicot jubil?ru;Dažk?rt m?dzu dzied?t ball?t?s, savies?gos pas?kumos;M?dzu dzied?t duš?;Dažk?rt dziedu vienatn?, attiec?g? garast?vokl?, kad sp?l? dziesmu, kura man pat?k;M?dzu dzied?t bazn?c?, Dievkalpojumos;M?dzu dzied?t, braucot automaš?n?;M?dzu dzied?t b?rniem/ kop? ar b?rniem;M?dzu dzied?t cit?s situ?cij?s;Nekad nedziedu;Cik labi J?s p?rzin?t latviešu tautasdziesmas?;Kuras tr?s no š?m tautasdziesm?m Jums pat?k vislab?k? - Skaisti dziedi lakst?gala;Tumša nakte, za?a z?le;?vu, ?vu baltas k?jas;R?ga dimd;Kur tu skriesi, vanadzi?(i);Kraukl?t’s s?ž ozol?;P?t, v?ji?i;Neviena;Gr?ti pateikt;Vai J?s piekr?tat apgalvojumam, ka latvieši ir dzied?t?ju tauta?;Vai J?s piekr?tat apgalvojumam, ka m?su dien?s latvieši ir maz?k? m?r? dzied?t?ju tauta, nek? pusi gadsimta atpaka??;Vai, J?supr?t, dzied?tprasme ir apg?stama?;Vai J?s v?l?tos iem?c?ties dzied?t lab?k?;Cik Jums ir svar?gi, lai b?rni Latvij? turpina dzied?šanas trad?cijas?;weight
1499;Visi respondenti;Sieviete;35.00;35 - 44;1983;Neprec?jies (-usies);3;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Bezdarbnieks;Nestr?d?jošie;100.00;Eur 0 - Eur 250;Latgale;Latgale;Balvu novads;V?ksnas pagasts;Lauki;LAT;15.03.2018 19:17;15.03.2018 19:04;15-MAR-2018;12:12:55 priekšp.;Lauku teritorija;N?;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;0;1;0;1;0;0;Piln?b? piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;N?;Tas nemaz nav svar?gi;0.934506705
1501;Visi respondenti;V?rietis;47.00;45 - 54;1971;Prec?jies (-usies) vai dz?vo ar partneri;3;J?;Dv??u m?ja, rindu m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Bezdarbnieks;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Latgale;Latgale;Daugavpils;Daugavpils;Cita pils?ta;RUS;15.03.2018 19:23;15.03.2018 19:17;15-MAR-2018;12:06:01 priekšp.;Liel?s pils?tas;J?;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;0;0;1;Dr?z?k piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas nemaz nav svar?gi;1.104662132
1502;Visi respondenti;V?rietis;47.00;45 - 54;1971;Prec?jies (-usies) vai dz?vo ar partneri;3;J?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Str?dnieks, str?d? fizisku darbu;Str?d?jošie;260.00;Eur 251 - Eur 350;Latgale;Latgale;R?zeknes novads;Maltas pagasts;Lauki;RUS;15.03.2018 19:30;15.03.2018 19:19;15-MAR-2018;12:11:06 priekšp.;Lauku teritorija;N?;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;0;1;Gr?ti pateikt;Gr?ti pateikt;Da??ji, bet ne piln?b?;N?;Tas nemaz nav svar?gi;1.104662132
1505;Visi respondenti;V?rietis;31.00;25 - 34;1987;Prec?jies (-usies) vai dz?vo ar partneri;3;J?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;410.00;Eur 351 - Eur 499;Zemgale;Zemgale;J?kabpils;J?kabpils;Cita pils?ta;LAT;15.03.2018 19:33;15.03.2018 19:27;15-MAR-2018;12:06:10 priekšp.;Liel?s pils?tas;N?;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;0;1;1;0;0;0;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;1.225438753
1509;Visi respondenti;V?rietis;24.00;18 - 24;1994;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;700.00;Eur 700 un vair?k;Kurzeme;Kurzeme;Liep?ja;Liep?ja;Cita pils?ta;LAT;15.03.2018 20:05;15.03.2018 19:50;15-MAR-2018;12:14:58 priekšp.;Liel?s pils?tas;J?;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;?oti labi p?rzinu;0;1;0;0;0;0;0;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.197059696
1512;Visi respondenti;Sieviete;22.00;18 - 24;1996;Neprec?jies (-usies);5;J?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Latgale;Latgale;L?v?nu novads;L?v?nu pils?ta;Cita pils?ta;LAT;15.03.2018 20:12;15.03.2018 19:58;15-MAR-2018;12:14:49 priekšp.;Cita pils?ta;J?;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;1;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;N?;Tas nemaz nav svar?gi;1.398936616
1513;Visi respondenti;V?rietis;72.00;64 - 75;1946;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;300.00;Eur 251 - Eur 350;Latgale;Latgale;L?v?nu novads;L?v?nu pils?ta;Cita pils?ta;RUS;15.03.2018 20:07;15.03.2018 19:59;15-MAR-2018;12:07:58 priekšp.;Cita pils?ta;J?;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;1;0;Dr?z?k piekr?tu;Gr?ti pateikt;N?, viss atkar?gs no iedzimt?m sp?j?m;N?;Tas dr?z?k nav svar?gi;1.130829882
1515;Visi respondenti;Sieviete;22.00;18 - 24;1996;Neprec?jies (-usies);5;N?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Pier?ga;Zemgale;Tukuma novads;Zentenes pagasts;Lauki;LAT;15.03.2018 20:13;15.03.2018 20:00;15-MAR-2018;12:12:35 priekšp.;Lauku teritorija;J?;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.311090603
1518;Visi respondenti;V?rietis;24.00;18 - 24;1994;Neprec?jies (-usies);6;Gr?ti pateikt;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;1801.00;Eur 700 un vair?k;Zemgale;Zemgale;Jelgava;Jelgava;Cita pils?ta;LAT;15.03.2018 20:17;15.03.2018 20:08;15-MAR-2018;12:08:52 priekšp.;Liel?s pils?tas;N?;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;0;0;0;0;1;1;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.457794864
1519;Visi respondenti;V?rietis;62.00;55 - 63;1956;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;1;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Cits (-ta);Cits (-ta);Latviešu;N?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;600.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 20:18;15.03.2018 20:10;15-MAR-2018;12:08:01 priekšp.;R?ga;J?;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;0;1;Dr?z?k piekr?tu;Piln?ba nepiekr?tu;J?;N?;Gr?ti pateikt;0.946821825
1520;Visi respondenti;V?rietis;18.00;18 - 24;2000;Neprec?jies (-usies);3;J?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;345.00;Eur 251 - Eur 350;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;15.03.2018 20:20;15.03.2018 20:15;15-MAR-2018;12:05:20 priekšp.;R?ga;J?;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;1;0;0;1;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;J?;N?;Tas dr?z?k nav svar?gi;1.265586185
1523;Visi respondenti;V?rietis;73.00;64 - 75;1945;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;775.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 20:40;15.03.2018 20:33;15-MAR-2018;12:07:03 priekšp.;R?ga;J?;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;0;0;1;Dr?z?k piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;0.982985294
1524;Visi respondenti;V?rietis;21.00;18 - 24;1997;Neprec?jies (-usies);6;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Krievu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;200.00;Eur 0 - Eur 250;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 20:41;15.03.2018 20:33;15-MAR-2018;12:08:12 priekšp.;R?ga;J?;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;0;1;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.265586185
1525;Visi respondenti;V?rietis;73.00;64 - 75;1945;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Lietuvietis (-te);Cits (-ta);Latviešu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Pier?ga;Vidzeme;Garkalnes novads;G?rkalnes novads;Lauki;LAT;15.03.2018 20:49;15.03.2018 20:36;15-MAR-2018;12:13:24 priekšp.;Lauku teritorija;J?;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;1;0;0;1;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.074328398
1527;Visi respondenti;V?rietis;53.00;45 - 54;1965;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;300.00;Eur 251 - Eur 350;Latgale;Latgale;Daugavpils;Daugavpils;Cita pils?ta;RUS;15.03.2018 20:53;15.03.2018 20:44;15-MAR-2018;12:08:17 priekšp.;Liel?s pils?tas;J?;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;1;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k nepiekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas nemaz nav svar?gi;1.104662132
1529;Visi respondenti;V?rietis;27.00;25 - 34;1991;Prec?jies (-usies) vai dz?vo ar partneri;4;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;15.03.2018 20:56;15.03.2018 20:48;15-MAR-2018;12:07:42 priekšp.;R?ga;J?;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;J?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.063865976
1530;Visi respondenti;Sieviete;66.00;64 - 75;1952;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;N?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Latgale;Latgale;Daugavpils;Daugavpils;Cita pils?ta;RUS;15.03.2018 21:02;15.03.2018 20:55;15-MAR-2018;12:07:02 priekšp.;Liel?s pils?tas;Gr?ti pateikt;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;1;0;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;Da??ji, bet ne piln?b?;Gr?ti pateikt;Tas ir dr?z?k svar?gi;1.086559048
1531;Visi respondenti;Sieviete;29.00;25 - 34;1989;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;150.00;Eur 0 - Eur 250;Zemgale;Zemgale;Jelgava;Jelgava;Cita pils?ta;RUS;15.03.2018 21:03;15.03.2018 20:59;15-MAR-2018;12:04:11 priekšp.;Liel?s pils?tas;N?;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;1;0;0;1;0;0;Dr?z?k nepiekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.382742843
1532;Visi respondenti;Sieviete;18.00;18 - 24;2000;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Dz?vokl? daudzdz?vok?u m?ja;Pamatizgl?t?ba vai nepabeigta vid?j?;Pamatizgl?t?ba;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;15.03.2018 21:17;15.03.2018 21:07;15-MAR-2018;12:09:54 priekšp.;R?ga;J?;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;1;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.216039779
1533;Visi respondenti;V?rietis;37.00;35 - 44;1981;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;7;J?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;N?;Publiskaj? sektor? (valsts, pašvald?bas);Str?dnieks, str?d? fizisku darbu;Str?d?jošie;40.00;Eur 0 - Eur 250;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 21:17;15.03.2018 21:08;15-MAR-2018;12:09:02 priekšp.;R?ga;J?;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;0;0;0;0;0;1;Piln?b? piekr?tu;Gr?ti pateikt;J?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;0.992818504
1535;Visi respondenti;V?rietis;33.00;25 - 34;1985;Prec?jies (-usies) vai dz?vo ar partneri;3;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Kurzeme;Kurzeme;Liep?ja;Liep?ja;Cita pils?ta;LAT;15.03.2018 21:23;15.03.2018 21:22;15-MAR-2018;12:01:34 priekšp.;Liel?s pils?tas;N?;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;1;0;0;0;0;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.006261839
1537;Visi respondenti;V?rietis;66.00;64 - 75;1952;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;N?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;400.00;Eur 351 - Eur 499;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 21:41;15.03.2018 21:28;15-MAR-2018;12:12:48 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Nemaz neorient?jos šaj? žanr?;0;0;0;1;0;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;N?;Tas dr?z?k nav svar?gi;0.982985294
1538;Visi respondenti;Sieviete;44.00;35 - 44;1974;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 21:32;15.03.2018 21:28;15-MAR-2018;12:03:43 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;0;1;Dr?z?k piekr?tu;Dr?z?k nepiekr?tu;J?;N?;Tas dr?z?k nav svar?gi;0.953950674
1540;Visi respondenti;Sieviete;32.00;25 - 34;1986;Neprec?jies (-usies);2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;15.00;Eur 0 - Eur 250;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;15.03.2018 21:46;15.03.2018 21:40;15-MAR-2018;12:05:32 priekšp.;R?ga;J?;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;N?, viss atkar?gs no iedzimt?m sp?j?m;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Gr?ti pateikt;1.02221671
1541;Visi respondenti;V?rietis;25.00;25 - 34;1993;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Ukrainis (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Bezdarbnieks;Nestr?d?jošie;150.00;Eur 0 - Eur 250;Pier?ga;Vidzeme;Olaines novads;Olaines pils?ta;Cita pils?ta;RUS;15.03.2018 21:47;15.03.2018 21:41;15-MAR-2018;12:06:31 priekšp.;Cita pils?ta;J?;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;1;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;1.365433984
1545;Visi respondenti;V?rietis;67.00;64 - 75;1951;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Ukrainis (-iete);Cits (-ta);Krievu;N?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;600.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;15.03.2018 22:02;15.03.2018 21:53;15-MAR-2018;12:09:04 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;Nemaz neorient?jos šaj? žanr?;1;0;0;1;0;0;0;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.982985294
1546;Visi respondenti;V?rietis;60.00;55 - 63;1958;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;1250.00;Eur 700 un vair?k;Latgale;Latgale;Daugavpils;Daugavpils;Cita pils?ta;RUS;15.03.2018 22:15;15.03.2018 21:57;15-MAR-2018;12:17:47 priekšp.;Liel?s pils?tas;J?;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;1;0;Piln?ba nepiekr?tu;Piln?b? piekr?tu;J?;N?;Tas nemaz nav svar?gi;1.089227295
1549;Visi respondenti;V?rietis;32.00;25 - 34;1986;Neprec?jies (-usies);2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;175.00;Eur 0 - Eur 250;Pier?ga;Vidzeme;Salaspils novads;Salaspils pils?ta;Cita pils?ta;LAT;15.03.2018 22:39;15.03.2018 22:30;15-MAR-2018;12:09:46 priekšp.;Cita pils?ta;J?;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;1;0;0;0;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.162724851
